Artist,Artist country,Artist genres,Artist sub genres,Artist uuid,Artist url,Career stage,Growth level,Gender,Type,Birth date,First release,Latest release,Total ISRC,Latest concert,Total concerts (last 3y),Upcoming concert,Soundcharts score Total,Soundcharts score Change, Soundcharts score Change %,Spotify followers Total,Spotify followers Change,Spotify followers Change %,Spotify monthly listeners Total,Spotify monthly listeners Change,Spotify monthly listeners Change %,Spotify popularity Total,Spotify popularity Change,Spotify popularity Change %,Tidal popularity Total,Tidal popularity Change,Tidal popularity Change %,YouTube subscribers Total,YouTube subscribers Change,YouTube subscribers Change %,YouTube daily views Total,YouTube daily views Change,YouTube daily views Change %,Youtube channel views Total,Youtube channel views Change,Youtube channel views Change %,Youtube posts,Youtube posts Change,Youtube posts Change %,Instagram followers Total,Instagram followers Change,Instagram followers Change %,Instagram posts Total,Instagram posts Change,Instagram posts Change %,Instagram following Total,Instagram following Change,Instagram following Change %,TikTok followers Total,TikTok followers Change,TikTok followers Change %,Tiktok likes Total,Tiktok likes Change,Tiktok likes Change %,Tiktok following Total,Tiktok following Change,Tiktok following Change %,Airplay plays Total,Airplay plays Change,Airplay plays Change %,Pandora monthly listeners Total,Pandora monthly listeners Change,Pandora monthly listeners Change %,Deezer fans Total,Deezer fans Change,Deezer fans Change %,Deezer popularity Total,Deezer popularity Change,Deezer popularity Change %,Amazon followers Total,Amazon followers Change,Amazon followers Change %,Facebook likes Total,Facebook likes Change,Facebook likes Change %,X followers Total,X followers Change,X followers Change %,X likes Total,X likes Change,X likes Change %,X posts Total,X posts Change,X posts Change %,X following Total,X following Change,X following Change %,Soundcloud followers Total,Soundcloud followers Change,Soundcloud followers Change %,Soundcloud posts Total,Soundcloud posts Change,Soundcloud posts Change %,Soundcloud following Total,Soundcloud following Change,Soundcloud following Change %,Songkick Fans Total,Songkick Fans Change,Songkick Fans Change %,Bandsintown followers Total,Bandsintown followers Change,Bandsintown followers Change %,Genius followers Total,Genius followers Change,Genius followers Change %,Netease followers Total,Netease followers Change,Netease followers Change %,Kkbox followers Total,Kkbox followers Change,Kkbox followers Change %,Weibo followers Total,Weibo followers Change,Weibo followers Change %,Weibo likes Total,Weibo likes Change,Weibo likes Change %,Weibo posts Total,Weibo posts Change,Weibo posts Change %,Weibo following Total,Weibo following Change,Weibo following Change %,Anghami followers Total,Anghami followers Change,Anghami followers Change %,Anghami plays Total,Anghami plays Change,Anghami plays Change %,Boomplay favorites Total,Boomplay favorites Change,Boomplay favorites Change %,Audiomack followers Total,Audiomack followers Change,Audiomack followers Change %,Audiomack plays Total,Audiomack plays Change,Audiomack plays Change %,Gaana favorites Total,Gaana favorites Change,Gaana favorites Change %,Jiosaavn followers Total,Jiosaavn followers Change,Jiosaavn followers Change %,Jiosaavn listeners Total,Jiosaavn listeners Change,Jiosaavn listeners Change %,Line music followers Total,Line music followers Change,Line music followers Change %,Melon Likes Total,Melon Likes Change,Melon Likes Change %,QQ Music Fans Total,QQ Music Fans Change,QQ Music Fans Change %,Yandex followers Total,Yandex followers Change,Yandex followers Change %,Yandex monthly listeners Total,Yandex monthly listeners Change,Yandex monthly listeners Change %,Vk fans Total,Vk fans Change,Vk fans Change %,Mixcloud followers Total,Mixcloud followers Change,Mixcloud followers Change %,Mixcloud following Total,Mixcloud following Change,Mixcloud following Change %,Twitch followers Total,Twitch followers Change,Twitch followers Change %,Last.fm listeners Total,Last.fm listeners Change,Last.fm listeners Change %,Patreon followers Total,Patreon followers Change,Patreon followers Change %,Patreon posts Total,Patreon posts Change,Patreon posts Change %,Unnamed: 188,Artist_Type,spotify_id,instagram_url,instagram_handle,tiktok_url,tiktok_handle,youtube_url,youtube_channel_id,soundcloud_url,soundcloud_handle,twitter_url,twitter_handle,facebook_url,website_url,lookup_status
Chilla,France,Hip Hop,"Hip-Hop/Rap, hip hop, trap",11e81bc2-3542-fd22-86b4-a0369fe50396,https://app.soundcharts.com/app/artist/chilla-1/overview,mid_level,average_growth,female,person,4/27/94,1/13/17,10/2/25,132,11/26/25,49,1/12/26,50823,-177,-0.35,182693.0,1042.0,0.57,945053,-131002,-12.17,53,0,0.0,38.0,0.0,0.0,413000.0,0.0,0.0,0.0,0.0,0.0,119298093.0,0.0,0.0,57.0,0.0,0.0,209568.0,-550.0,-0.26,63.0,1.0,1.61,998.0,3.0,0.3,126200.0,-200.0,-0.16,2000000.0,0.0,0.0,151.0,2.0,1.34,1631.0,-103.0,-5.94,,,,89754.0,769.0,0.86,69.0,-1.0,-1.43,1645.0,37.0,2.3,131272.0,-302.0,-0.23,11668.0,-29.0,-0.25,4779.0,-3.0,-0.06,2414.0,1.0,0.04,197.0,0.0,0.0,1741.0,7.0,0.4,85.0,0.0,0.0,,,,22526.0,57.0,0.25,9001.0,81.0,0.91,71.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2344.0,0.0,0.0,352059.0,0.0,0.0,,,,1049.0,8.0,0.77,34737.0,114.0,0.33,,,,,,,,,,,,,15.0,0.0,0.0,98.0,0.0,0.0,195.0,3.0,1.56,7663.0,-543.0,-6.62,,,,,,,,,,,,,29274.0,210.0,0.72,,,,,,,,Rapper,1ywkNtrO3WGuwaehqxyjAO,https://www.instagram.com/chilla/,chilla,https://www.tiktok.com/@chilla,chilla,https://www.youtube.com/@chilla,,https://soundcloud.com/chillamusic,chillamusic,https://twitter.com/chilla,chilla,,,"spotify,soundcloud"
Kat Dahlia,United States,"Pop, Hip Hop","Pop, miami hip hop, hip pop, pop, mainstream pop",11e81bc9-2f8b-db5e-96dd-a0369fe50396,https://app.soundcharts.com/app/artist/kat-dahlia/overview,mainstream,average_growth,female,person,7/29/90,3/1/13,4/25/25,105,3/23/24,10,1/12/26,58822,-178,-0.3,330156.0,1094.0,0.33,934517,-98060,-9.5,51,0,0.0,61.0,0.0,0.0,750000.0,0.0,0.0,37722.0,124.0,0.33,261964428.0,2629204.0,1.01,77.0,0.0,0.0,94471.0,-274.0,-0.29,94.0,0.0,0.0,740.0,10.0,1.37,38400.0,0.0,0.0,230800.0,-200.0,-0.09,154.0,0.0,0.0,337.0,-10.0,-2.88,62823.0,-506.0,-0.8,29868.0,53.0,0.18,37.0,0.0,0.0,4922.0,141.0,2.95,139923.0,-266.0,-0.19,74430.0,4.0,0.01,1247.0,-2.0,-0.16,4708.0,-3.0,-0.06,2.0,0.0,0.0,42337.0,22.0,0.05,71.0,0.0,0.0,,,,122202.0,44.0,0.04,151596.0,282.0,0.19,83.0,0.0,0.0,,,,156.0,0.0,0.0,,,,,,,,,,,,,44235.0,0.0,0.0,7511838.0,0.0,0.0,,,,929.0,12.0,1.31,72168.0,155.0,0.22,,,,,,,,,,,,,254.0,0.0,0.0,3637.0,1.0,0.03,2256.0,2.0,0.09,1210.0,0.0,0.0,,,,,,,,,,,,,249588.0,1235.0,0.5,,,,,,,,Rapper,1peH5tSqnYm8W6Bo3I5egE,https://www.instagram.com/katdahlia/,katdahlia,https://www.tiktok.com/@katdahlia,katdahlia,https://www.youtube.com/@katdahlia,,https://soundcloud.com/katdahlia,katdahlia,https://twitter.com/KatDahlia,KatDahlia,https://www.facebook.com/KatDahliaMusic,http://katdahlia.com/,"spotify,soundcloud+musicbrainz"
Mallrat,Australia,"Pop, Australian, Hip Hop","Pop, australian indie, australian pop, aussietronica, australian hip hop, brisbane indie, indie pop, pop",11e81bc3-0e91-2b26-8d93-a0369fe50396,https://app.soundcharts.com/app/artist/mallrat/overview,mid_level,decline,female,person,9/25/98,6/6/16,11/5/25,76,12/2/25,102,1/12/26,57849,849,1.49,245393.0,1175.0,0.48,933668,-87362,-8.56,54,0,0.0,58.0,0.0,0.0,38800.0,100.0,0.26,8807.0,807.0,10.09,20729436.0,206235.0,1.0,34.0,0.0,0.0,141464.0,-332.0,-0.23,152.0,0.0,0.0,7409.0,123.0,1.69,14400.0,100.0,0.7,234800.0,300.0,0.13,607.0,9.0,1.51,5683.0,-100.0,-1.73,17926.0,-3323.0,-15.64,3079.0,118.0,3.99,37.0,0.0,0.0,2503.0,56.0,2.29,38595.0,6.0,0.02,16022.0,-32.0,-0.2,42891.0,11.0,0.03,8949.0,0.0,0.0,1870.0,-3.0,-0.16,9709.0,31.0,0.32,51.0,1.0,2.0,339.0,0.0,0.0,182874.0,278.0,0.15,78524.0,571.0,0.73,55.0,0.0,0.0,,,,,,,,,,,,,,,,,,,511.0,0.0,0.0,98475.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,121.0,0.0,0.0,3026.0,7.0,0.23,241.0,6.0,2.55,16833.0,-6277.0,-27.16,,,,,,,,,,,,,606949.0,3765.0,0.62,,,,,,,,Rapper,4OSArit7O2Jaj4mgf3YN7A,https://www.instagram.com/lilmallrat/,lilmallrat,https://www.tiktok.com/@lilmallrat,lilmallrat,https://www.youtube.com/@lilmallrat,,https://soundcloud.com/lilmallrat,lilmallrat,https://twitter.com/lilmallrat,lilmallrat,https://www.facebook.com/lilmallrat,https://lilmallrat.com/,"spotify,soundcloud+musicbrainz"
kouth,Brazil,Hip Hop,"Hip-Hop/Rap, contemporary hip hop, hip hop",bcad8796-5595-11ea-a1c9-549f35161576,https://app.soundcharts.com/app/artist/kouth/overview,long_tail,explosive_growth,female,person,,5/7/20,12/10/25,128,1/12/26,0,1/12/26,40293,3293,8.9,13873.0,4115.0,42.17,922592,327896,55.14,56,7,14.29,20.0,0.0,0.0,10500.0,2120.0,25.3,,,,637158.0,131332.0,25.96,61.0,0.0,0.0,70031.0,23663.0,51.03,92.0,19.0,26.03,999.0,-2.0,-0.2,14200.0,0.0,0.0,136200.0,0.0,0.0,108.0,0.0,0.0,1.0,0.0,100.0,,,,230.0,29.0,14.43,47.0,25.0,113.64,37.0,3.0,8.82,,,,23087.0,1927.0,9.11,50013.0,256.0,0.51,16698.0,33.0,0.2,421.0,9.0,2.18,1554.0,15.0,0.97,31.0,0.0,0.0,15.0,0.0,0.0,,,,403.0,132.0,48.71,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,3.0,0.0,0.0,51.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Rapper,2KMezb1S2TuirqGVavMXqY,https://www.instagram.com/prodkouth/,prodkouth,https://www.tiktok.com/@prodkouth,prodkouth,https://www.youtube.com/@prodkouth,,https://soundcloud.com/deborakouth,deborakouth,https://twitter.com/prodkouth,prodkouth,,,"spotify,soundcloud+musicbrainz"
Illest Morena,Philippines,"R&B, Hip Hop","R&B/Soul, tagalog rap, contemporary r&b, soul",d448433b-bf2b-414b-ad27-46e9de72eec1,https://app.soundcharts.com/app/artist/illest-morena/overview,mid_level,average_growth,female,person,,8/6/21,6/20/25,46,1/12/26,0,1/12/26,50211,211,0.42,441922.0,1839.0,0.42,916473,13373,1.48,51,0,0.0,36.0,0.0,0.0,186000.0,0.0,0.0,,,,72709287.0,1471806.0,2.07,35.0,2.0,6.06,106838.0,-763.0,-0.71,105.0,11.0,11.7,2830.0,15.0,0.53,526700.0,-1800.0,-0.34,13200000.0,100000.0,0.76,2584.0,23.0,0.9,243.0,3.0,1.25,0.0,0.0,0.0,305.0,8.0,2.69,16.0,0.0,0.0,38.0,2.0,5.56,345710.0,1031.0,0.3,4296.0,2.0,0.05,64424.0,331.0,0.52,79376.0,39.0,0.05,1754.0,0.0,0.0,679.0,4.0,0.59,4.0,0.0,0.0,64.0,0.0,0.0,4279.0,7.0,0.16,,,,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,200.0,0.0,0.0,33519.0,0.0,0.0,,,,294.0,1.0,0.34,842.0,2.0,0.24,0.0,0.0,0.0,,,,,,,,,,,,,7.0,0.0,0.0,1.0,0.0,100.0,153.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Rapper,2zRoFfKfqM5jaUysSG9EUI,https://www.instagram.com/illestmorena/,illestmorena,https://www.tiktok.com/@illestmorena,illestmorena,https://www.youtube.com/@illestmorena,,https://soundcloud.com/illestmorena,illestmorena,https://twitter.com/illestmorena,illestmorena,,,"spotify,soundcloud"
RIELL,Canada,"Electro, Hip Hop, R&B","Electronic, Hip-Hop/Rap, dark r&b, dance",7db752c8-c5fa-11e8-b412-549f35141000,https://app.soundcharts.com/app/artist/riell/overview,mid_level,average_growth,female,person,,12/7/18,1/1/26,144,9/19/25,2,1/12/26,51374,374,0.73,80679.0,942.0,1.18,901527,-6503,-0.72,55,1,1.85,54.0,0.0,0.0,167000.0,0.0,0.0,128200.0,6034.0,4.94,54146187.0,1107671.0,2.09,340.0,5.0,1.49,,,,,,,,,,0.0,0.0,0.0,,,,,,,537.0,0.0,0.0,52.0,-12.0,-18.75,7399.0,87.0,1.19,44.0,0.0,0.0,2307.0,36.0,1.59,,,,,,,,,,,,,,,,6262.0,25.0,0.4,107.0,22.0,25.88,,,,12736.0,58.0,0.46,4470.0,89.0,2.03,48.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,,,,,,26.0,0.0,0.0,0.0,0.0,0.0,,,,57.0,0.0,0.0,6119.0,26.0,0.43,3053.0,2.0,0.07,237941.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Rapper,0xD6n0wj7aqV5g5LcRNBUd,https://www.instagram.com/riell/,riell,https://www.tiktok.com/@riell,riell,https://www.youtube.com/@riell,,https://soundcloud.com/iamriell,iamriell,https://twitter.com/riell,riell,,,"spotify,soundcloud"
CÉLINE,Germany,"Hip Hop, Pop","Hip-Hop/Rap, frauenrap, german hip hop, german pop, mainstream pop",6ceff982-4eb5-11ea-80ce-e4434b2a4898,https://app.soundcharts.com/app/artist/celine-18/overview,long_tail,average_growth,female,person,5/31/00,2/14/20,4/11/25,64,1/12/26,0,1/12/26,25987,-5013,-16.17,297116.0,1638.0,0.55,900400,-123861,-12.09,54,-1,-1.82,,,,167000.0,0.0,0.0,18749.0,-830.0,-4.24,82391459.0,0.0,0.0,35.0,0.0,0.0,95836.0,-628.0,-0.65,152.0,0.0,0.0,17.0,2.0,13.33,148500.0,-400.0,-0.27,1500000.0,0.0,0.0,32.0,0.0,0.0,1535.0,-45.0,-2.85,,,,50972.0,-4.0,-0.01,45.0,-3.0,-6.25,11315.0,226.0,2.04,,,,,,,,,,,,,,,,638.0,5.0,0.79,54.0,0.0,0.0,,,,,,,,,,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,635.0,0.0,0.0,100836.0,0.0,0.0,,,,12157.0,537.0,4.62,220283.0,2681.0,1.23,,,,,,,,,,,,,,,,33.0,0.0,0.0,621.0,10.0,1.64,21064.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Rapper,3CtqQGt0S8sDVhei9MutSq,https://www.instagram.com/cÉline/,cÉline,https://www.tiktok.com/@cÉline,cÉline,https://www.youtube.com/@cÉline,,,,https://twitter.com/cÉline,cÉline,,,spotify
Shanice,United States,"R&B, Pop, Hip Hop","r&b, urban contemporary, hip pop, new jack swing, quiet storm, Hip-Hop/Rap, R&B/Soul, contemporary r&b, soul",11e81bbe-aef3-6b06-89af-a0369fe50396,https://app.soundcharts.com/app/artist/shanice/overview,mid_level,average_growth,female,person,5/14/73,1/1/90,5/29/24,202,4/11/25,7,1/12/26,56995,995,1.78,340064.0,1765.0,0.52,899811,99953,12.5,49,1,2.08,70.0,0.0,0.0,75400.0,500.0,0.67,36637.0,308.0,0.85,45956817.0,481533.0,1.06,71.0,0.0,0.0,656169.0,-356.0,-0.05,6916.0,12.0,0.17,6870.0,4.0,0.06,30800.0,100.0,0.33,156300.0,800.0,0.51,870.0,6.0,0.69,13126.0,727.0,5.86,72163.0,-3110.0,-4.13,4848.0,45.0,0.94,41.0,0.0,0.0,8731.0,269.0,3.18,629713.0,-1057.0,-0.17,145300.0,-8.0,-0.01,194.0,0.0,0.0,31423.0,-5.0,-0.02,5496.0,-5.0,-0.09,776.0,12.0,1.57,107.0,1.0,0.94,,,,48598.0,40.0,0.08,20938.0,177.0,0.85,4.0,0.0,0.0,,,,43.0,0.0,0.0,,,,,,,,,,,,,2210.0,0.0,0.0,0.0,0.0,0.0,,,,142.0,8.0,5.97,6297.0,157.0,2.56,,,,,,,,,,494.0,2.0,0.41,,,,1018.0,2.0,0.2,200.0,4.0,2.04,12841.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,Rapper,0Ttph0pOZiPNTD3y2wUUb6,https://www.instagram.com/shanice/,shanice,https://www.tiktok.com/@shanice,shanice,https://www.youtube.com/@shanice,,https://soundcloud.com/shanice-official,shanice-official,https://twitter.com/shanice,shanice,,http://www.shaniceonline.com/,"spotify,soundcloud+musicbrainz"
Foxy Brown,United States,"R&B, Hip Hop, Pop, Reggae","r&b, hip hop, pop rap, rap, hip pop, east coast hip hop, Hip-Hop/Rap, Reggae",11e81bbf-0bb2-114e-8b44-a0369fe50396,https://app.soundcharts.com/app/artist/foxy-brown-1/overview,mainstream,decline,female,person,9/6/78,1/1/90,10/10/25,359,7/4/25,3,1/12/26,61647,647,1.06,760910.0,4604.0,0.61,894925,-49697,-5.26,55,0,0.0,81.0,0.0,0.0,162000.0,1000.0,0.62,79225.0,8342.0,11.77,111406701.0,2252937.0,2.06,,,,626161.0,-864.0,-0.14,749.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,6729.0,202.0,3.09,416901.0,-2038.0,-0.49,36541.0,166.0,0.46,46.0,0.0,0.0,23350.0,297.0,1.29,946912.0,15321.0,1.64,7511.0,-17.0,-0.23,1.0,0.0,100.0,5.0,0.0,0.0,,,,1447.0,4.0,0.28,22.0,0.0,0.0,5.0,0.0,0.0,126815.0,137.0,0.11,54372.0,374.0,0.69,82.0,0.0,0.0,,,,23.0,0.0,0.0,,,,,,,,,,,,,5078.0,0.0,0.0,190725.0,0.0,0.0,55.0,0.0,0.0,2210.0,45.0,2.08,142312.0,6199.0,4.55,,,,574.0,8.0,1.41,0.0,0.0,0.0,302.0,2.0,0.67,238.0,-1.0,-0.42,1235.0,5.0,0.41,1907.0,4.0,0.21,5346.0,0.0,0.0,,,,,,,,,,,,,376252.0,2882.0,0.77,,,,,,,,Rapper,1wvlC6NwleHt1iRD6d5X2C,https://www.instagram.com/foxybrown/,foxybrown,https://www.tiktok.com/@foxybrown,foxybrown,https://www.youtube.com/@foxybrown,,https://soundcloud.com/foxy-brown-official,foxy-brown-official,https://twitter.com/FoxyDonDiva,FoxyDonDiva,,,"spotify,soundcloud+musicbrainz"
badmómzjay,Germany,Hip Hop,"Hip-Hop/Rap, frauenrap, german hip hop, german drill, contemporary hip hop, hip hop",1f247646-165d-11ea-9670-801844ee83a6,https://app.soundcharts.com/app/artist/badmomzjay/overview,mid_level,average_growth,female,person,9/27/02,6/21/19,6/27/24,110,7/3/25,50,1/12/26,54195,195,0.36,405112.0,316.0,0.08,887418,-41118,-4.43,55,0,0.0,50.0,0.0,0.0,335000.0,-1000.0,-0.3,22964.0,-2747.0,-10.68,140053145.0,0.0,0.0,129.0,11.0,9.32,535183.0,-2960.0,-0.55,8.0,2.0,33.33,474.0,1.0,0.21,891300.0,1100.0,0.12,28700000.0,200000.0,0.7,80.0,0.0,0.0,2430.0,-108.0,-4.26,1.0,0.0,100.0,82509.0,249.0,0.3,46.0,-1.0,-2.13,24875.0,237.0,0.96,7344.0,-10.0,-0.14,26642.0,-60.0,-0.22,4239.0,-1.0,-0.02,2518.0,0.0,0.0,72.0,-1.0,-1.37,4259.0,20.0,0.47,60.0,0.0,0.0,,,,28235.0,75.0,0.27,6122.0,89.0,1.48,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,50.0,0.0,0.0,456.0,5.0,1.11,17379.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,12.0,0.0,0.0,,,,,,,,Rapper,7oWrEQO1d3klp0Qrfh7a5h,https://www.instagram.com/badmómzjay/,badmómzjay,https://www.tiktok.com/@badmómzjay,badmómzjay,https://www.youtube.com/@badmómzjay,,,,https://twitter.com/badmómzjay,badmómzjay,,,spotify
Brodie,Germany,"Hip Hop, Electro","Hip-Hop/Rap, electronic",11e81bc1-7761-5b28-b29a-a0369fe50396,https://app.soundcharts.com/app/artist/brodie/overview,long_tail,average_growth,female,person,,3/17/23,11/10/25,20,12/7/24,9,1/12/26,13340,-8660,-39.36,7851.0,382.0,5.11,878471,-141519,-13.87,54,0,0.0,,,,813.0,17.0,2.14,,,,315551.0,15776.0,5.26,2.0,0.0,0.0,15179.0,4.0,0.03,142.0,1.0,0.71,2379.0,8.0,0.34,11300.0,0.0,0.0,221000.0,300.0,0.14,1576.0,14.0,0.9,1950.0,13.0,0.67,,,,294.0,11.0,3.89,36.0,0.0,0.0,66.0,2.0,3.13,1134.0,-2.0,-0.18,,,,,,,,,,,,,1009.0,16.0,1.61,4.0,0.0,0.0,256.0,0.0,0.0,986.0,16.0,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,32.0,8.0,33.33,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7HvAimFUDbhD9XRv1dbJ9t,https://www.instagram.com/brodie/,brodie,https://www.tiktok.com/@brodie,brodie,https://www.youtube.com/@brodie,,https://soundcloud.com/brodie-dnb,brodie-dnb,https://twitter.com/brodie,brodie,,,"spotify,soundcloud"
Tabitha,Netherlands,"Pop, Hip Hop","Pop, dutch pop, dutch rap pop, pop, mainstream pop",11e81bcb-3fd8-d596-bbc2-a0369fe50396,https://app.soundcharts.com/app/artist/tabitha/overview,mid_level,average_growth,female,person,7/22/92,6/30/17,7/18/25,144,4/12/25,3,1/12/26,48887,887,1.85,134473.0,13.0,0.01,868017,-42759,-4.69,53,0,0.0,34.0,0.0,0.0,64900.0,-100.0,-0.15,12212.0,481.0,4.1,31838687.0,0.0,0.0,31.0,0.0,0.0,216361.0,37.0,0.02,98.0,6.0,6.52,615.0,33.0,5.67,38300.0,1900.0,5.22,135100.0,17700.0,15.08,28.0,3.0,12.0,3635.0,78.0,2.19,,,,32105.0,25.0,0.08,44.0,0.0,0.0,131.0,2.0,1.55,36120.0,239.0,0.67,2020.0,9.0,0.45,1877.0,-6.0,-0.32,12006.0,-2.0,-0.02,657.0,0.0,0.0,258.0,0.0,0.0,83.0,0.0,0.0,,,,31157.0,18.0,0.06,5632.0,33.0,0.59,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1208.0,0.0,0.0,220417.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,98.0,0.0,0.0,18.0,0.0,0.0,106.0,0.0,0.0,,,,,,,,,,,,,25193.0,81.0,0.32,,,,,,,,,7iBY1RLWDV5zX9NDNQxurm,https://www.instagram.com/tabithamusik/,tabithamusik,https://www.tiktok.com/@tabithamusik,tabithamusik,https://www.youtube.com/@tabithamusik,,https://soundcloud.com/goopgoopgoop,goopgoopgoop,https://twitter.com/tabitha,tabitha,https://www.facebook.com/Tabithamusik,,"spotify,soundcloud+musicbrainz"
Emilíana Torrini,Iceland,"Pop, Electro, Hip Hop, Alternative, Folk","icelandic pop, electronica, trip hop, Alternative, icelandic indie, icelandic singer-songwriter, indie pop, pop",11e81bc1-2db4-cfdc-9da3-a0369fe50396,https://app.soundcharts.com/app/artist/emiliana-torrini/overview,mid_level,decline,female,person,5/16/77,1/1/96,11/19/25,206,11/23/25,38,8/19/26,58756,756,1.3,221801.0,1192.0,0.54,867024,-14061,-1.6,51,1,2.0,57.0,0.0,0.0,26400.0,200.0,0.76,9212.0,212.0,2.36,25037855.0,253955.0,1.02,47.0,0.0,0.0,24928.0,72.0,0.29,646.0,2.0,0.31,1010.0,2.0,0.2,,,,,,,,,,9181.0,-18.0,-0.2,22690.0,-1947.0,-7.9,50784.0,327.0,0.65,53.0,0.0,0.0,3656.0,461.0,14.43,111784.0,-75.0,-0.07,4083.0,-11.0,-0.27,333.0,0.0,0.0,511.0,0.0,0.0,27.0,-1.0,-3.57,9743.0,11.0,0.11,153.0,0.0,0.0,8.0,0.0,0.0,188115.0,165.0,0.09,118691.0,406.0,0.34,12.0,0.0,0.0,,,,183.0,0.0,0.0,,,,,,,,,,,,,3856.0,0.0,0.0,416999.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,494.0,0.0,0.0,10632.0,8.0,0.08,8472.0,31.0,0.37,96320.0,3045.0,3.26,,,,,,,,,,,,,379585.0,1188.0,0.31,,,,,,,,,08j69Ndyx1P7RLO3Janb5P,https://www.instagram.com/emilíanatorrini/,emilíanatorrini,https://www.tiktok.com/@emilíanatorrini,emilíanatorrini,https://www.youtube.com/@emilíanatorrini,,,,https://twitter.com/emilíanatorrini,emilíanatorrini,,,spotify
Carolesdaughter,United States,"Alternative, Pop, Hip Hop","alt z, indie pop, viral rap, Alternative, pop",bc6fe122-88e0-4570-9f7b-55787fb6df31,https://app.soundcharts.com/app/artist/carolesdaughter/overview,mid_level,average_growth,female,person,,8/22/20,2/14/25,36,11/15/25,4,1/12/26,55144,144,0.26,240458.0,1817.0,0.76,861278,-27576,-3.1,53,1,1.92,55.0,0.0,0.0,210000.0,0.0,0.0,,,,61260354.0,0.0,0.0,29.0,0.0,0.0,133695.0,1410.0,1.07,31.0,2.0,6.9,1024.0,15.0,1.49,891700.0,0.0,0.0,32200000.0,0.0,0.0,1325.0,10.0,0.76,393.0,-21.0,-5.07,,,,4905.0,98.0,2.04,36.0,-5.0,-12.2,6369.0,67.0,1.06,30577.0,-66.0,-0.22,2866.0,-9.0,-0.31,140.0,0.0,0.0,665.0,0.0,0.0,,,,26346.0,45.0,0.17,38.0,0.0,0.0,2.0,0.0,0.0,53221.0,130.0,0.24,34910.0,391.0,1.13,61.0,1.0,1.67,,,,8.0,0.0,0.0,,,,,,,,,,,,,5434.0,0.0,0.0,966580.0,0.0,0.0,,,,249.0,2.0,0.81,38912.0,269.0,0.7,5.0,0.0,0.0,,,,,,,,,,126.0,0.0,0.0,494.0,0.0,0.0,1346.0,12.0,0.9,822.0,0.0,0.0,,,,,,,,,,,,,391941.0,4180.0,1.08,,,,,,,,,2hiq2iBnUik3mrOfEgRSpB,https://www.instagram.com/carolesdaught3r/,carolesdaught3r,https://www.tiktok.com/@carolesdaught3r,carolesdaught3r,https://www.youtube.com/@carolesdaught3r,,https://soundcloud.com/carolesdaughter,carolesdaughter,https://twitter.com/carolesdaughter,carolesdaughter,https://www.facebook.com/carolesdaught3r,https://www.carolesdaughter.net/,"spotify,soundcloud+musicbrainz"
